#パートナー用アクトキューブの詳細設定シート,,,,,,,,,,,,,,,,,,,,,,,,,
#基本情報,,,,使用可能条件,,,,,,,,,,,,,,説明文,スキルのアクトキューブ,削除条件,条件?行動?Pスキルのアクトキューブ,,,,条件アクトキューブ
#ユニークID,アイテムID,種別ＩＤ,アクトキューブ名,パートナーランク,系統番号,動物型,人型,虫型,植物型,魔法使い型,魔法生物型,鳥型,魚型,アンデッド型,機械型,信頼度の色,転生状態,アクトキューブ情報ウィンドウの説明文,スキルＩＤ,制限,処理ID,PARAM1,PARAM2,PARAM3,任意設定フラグ
#パートナーのHPが○％以下だったら,,,,,,,,,,,,,,,,,,,,,,,,,
30573,68310573,2,▲ルゥが守るの！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ルゥが守るの！＞$R対象とその周囲を対象として$R防御力と魔法防御力を上昇させる,15215,1,0,0,0,0,0
30574,68310574,2,▲アレス,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜アレス＞$R基本的な状態異常を$Rすべて一定確率で回復する,15216,1,0,0,0,0,0
30575,68310575,2,▲野生の感覚をどうぞ?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜野生の感覚をどうぞ?＞$R効果時間は防御力がアップし$Rクリティカル攻撃を受けなくなる,15217,1,0,0,0,0,0
30576,68310576,2,▲「君を守る物語」,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜「君を守る物語」＞$R自分を中心とした範囲の$Rパーティーメンバーを一定回数$R物理攻撃無効状態にする$R騎士団演習時使用不可$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15218,1,0,0,0,0,0
30577,68310577,2,▲想いの力をおすそわけです?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜想いの力をおすそわけです?＞$R一定時間、物理最大攻撃力と$R物理防御と魔法防御を上昇させる,15219,1,0,0,0,0,0
30578,68310578,2,▲種も仕掛けもありませんよ～?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜種も仕掛けもありませんよ～?＞$R対象とその周囲のHPを回復する,15220,1,0,0,0,0,0
30579,68310579,2,▲研究中の魔法です！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜研究中の魔法です！＞$R対象の範囲に$R無属性、闇属性、光属性の$R魔法攻撃を行う,15221,1,0,0,0,0,0
30580,68310580,2,▲「楽園の物語」,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜「楽園の物語」＞$R自分を中心とした範囲内に居た者に$RHP、MP、SP回復率上昇効果を$R一定時間与える$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15225,1,0,0,0,0,0
30581,68310581,2,▲魔法の助力をどうぞ?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜魔法の助力をどうぞ?＞$R通常よりＭＰを多く使用$R魔法効果アップ,15226,1,0,0,0,0,0
30582,68310582,2,▲突然ですが、場面転換です?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜突然ですが、場面転換です?＞$R次に使用する属性攻撃に、その属性の弱点となる属性を付与する$Rただし、火、水、土、風属性攻撃に限る$R※ただし、地面設置系魔法$R移動系魔法は適用されません$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,7071,1,0,0,0,0,0
30583,68310583,2,▲慌てずに……全力で,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜慌てずに……全力で＞$R対象に勢いよくとびかかり$R着地した場所に移動速度が$R減少する罠をしかけ$Rその場から離脱する$R離脱する際に、対象の周囲を$R一定確率でスタンさせる,15227,1,0,0,0,0,0
30584,68310584,2,▲エクスクラメーション！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜エクスクラメーション！＞$R自分を中心とした範囲に$R混乱の状態異常を付与する$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15232,1,0,0,0,0,0
30585,68310585,2,▲手裏剣の舞い,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜手裏剣の舞い＞$R一発の威力は小さいが$RＨＩＴ数が多い物理攻撃,15233,1,0,0,0,0,0
30586,68310586,2,▲不意打ちはダメ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜不意打ちはダメ＞$R自身のクリティカル発生率$Rを下げる代わりに$R自身のクリティカル回避率$Rを上昇させる$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15234,1,0,0,0,0,0
30587,68310587,2,▲大自然のつぶて,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜大自然のつぶて＞$R対象の体力を奪う寄生木の種を$R投げつける$Rダメージを与えた対象の周囲を$R回復させる,7074,1,0,0,0,0,0
30588,68310588,2,▲あ、ちょっと待って……,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜あ、ちょっと待って……＞$R成功すると相手の$Rスキル詠唱を止めて$Rスキル発動を無効化できる,15235,1,0,0,0,0,0
30589,68310589,2,▲クリスタルアロー,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜クリスタルアロー＞$R敵に素早く撃つことができる$R新生魔法攻撃を行う,15236,1,0,0,0,0,0
30590,68310590,2,▲クリスタルストーム,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜クリスタルストーム＞$R地面の広い範囲に$R水の渦を発生させる,15237,1,0,0,0,0,0
30591,68310591,2,▲最高だわ……?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜最高だわ……?＞$R範囲内の対象の最大ＭＰ、ＳＰを$R上昇させる$R一定確率で強運か悪運の$Rどちらかの効果が付与される$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15238,1,0,0,0,0,0
30592,68310592,2,▲勘違いしないでっ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜勘違いしないでっ＞$R対象とその周囲を回復させる,15239,1,0,0,0,0,0
30593,68310593,2,▲取引しましょう?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜取引しましょう?＞$R周囲に偽札をばらまき$R一定確率で状態異常を与える,7072,1,0,0,0,0,0
30594,68310594,2,▲容赦しない……！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜容赦しない……！＞$R対象に４連続攻撃をする,15240,1,0,0,0,0,0
30595,68310595,2,▲攻撃を早く……する,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜攻撃を早く……する＞$R一定時間、攻撃後に素早く$R次の行動に移ることが出来る,15245,1,0,0,0,0,0
30596,68310596,2,▲……倒す,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜……倒す＞$RＡＧＩとＤＥＸとＶＩＴを$R低下させる攻撃を$R連続で行う$R対象がモンスターの場合$R回避率、命中率$R防御力を低下させる,15246,1,0,0,0,0,0
30597,68310597,2,▲守るために……！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜守るために……！＞$R対象の武器に$Rその武器が与えたダメージの一部を$R持ち主がＨＰとして吸収できる$R効果を与える,15248,1,0,0,0,0,0
30598,68310598,2,▲……やめて！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜……やめて！＞$R自分の周囲に重力場を$R発生せながら武器を$R振り回し、自分の周囲を攻撃する$R確率により受けた対象は$R鈍足状態になる$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15249,1,0,0,0,0,0
30599,68310599,2,▲大悪魔の威容,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜大悪魔の威容＞$R対象を押し流す衝撃波を発生させる$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15250,1,0,0,0,0,0
30600,68310600,2,▲ラースオブアエーシュマ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ラースオブアエーシュマ＞$R範囲の中心に引き寄せ$R直線状の敵に対して$R突きをする,15251,1,0,0,0,0,0
30601,68310601,2,▲お見通しですわよっ☆,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜お見通しですわよっ☆＞$R一定確率で状態異常を$R消去する攻撃を行う,15254,1,0,0,0,0,0
30602,68310602,2,▲私がお守りしますわっ！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜私がお守りしますわっ！＞$R対象の物理防御力と魔法防御力を$R上昇させる,15255,1,0,0,0,0,0
30603,68310603,2,▲もう容赦しないわよ！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜もう容赦しないわよ！＞$R指定座標に氷柱を含む嵐を$R発生させる,15256,1,0,0,0,0,0
30604,68310604,2,▲あなたは嫌い！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜あなたは嫌い！＞$R対象を氷状態にする攻撃をする,15257,1,0,0,0,0,0
30605,68310605,2,▲野生のカンよ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜野生のカンよ＞$R効果時間は防御力がアップし$Rクリティカル攻撃を受けなくなる,15258,1,0,0,0,0,0
30606,68310606,2,▲凍らせる,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜凍らせる＞$R直線上に居る敵に$R氷状態にする攻撃をする$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15259,1,0,0,0,0,0
30607,68310607,2,▲もっとがんばりなさい,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜もっとがんばりなさい＞$R指定対象とその周囲の物理防御力、$R魔法防御力、クリティカル回避力を$R一定時間低下させる,7083,1,0,0,0,0,0
30608,68310608,2,▲ヘアドアエガ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ヘアドアエガ＞$R4回単体物理攻撃をする,15260,1,0,0,0,0,0
30609,68310609,2,▲レギンレイブ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜レギンレイブ＞$R「鈍足」「沈黙」「物理攻撃不可」を付与する,7088,1,0,0,0,0,0
30610,68310610,2,▲強固な護りを,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜強固な護りを＞$R指定対象を一定回数$R物理攻撃無効状態にする,15265,1,0,0,0,0,0
30611,68310611,2,▲ボクを怒らせたな―っ！！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ボクを怒らせたな―っ！！＞$R属性なしの単体魔法攻撃をする,7084,1,0,0,0,0,0
30612,68310612,2,▲来るなら来い！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜来るなら来い！＞$R物理防御力と魔法防御力、$Rクリティカル回避力が上昇する,7085,1,0,0,0,0,0
30613,68310613,2,▲サクッと片付けよう！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜サクッと片付けよう！＞$R魔法防御と魔法抵抗力を低下させる,7086,1,0,0,0,0,0
30614,68310614,2,▲いっけー！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜いっけー！＞$R対象に着弾後爆破する$Rエナジー攻撃をする,15266,1,0,0,0,0,0
30615,68310615,2,▲キュアショット,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜キュアショット＞$R基本的な状態異常を$Rすべて一定確率で回復する,15268,1,0,0,0,0,0
30616,68310616,2,▲フレアバースト,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜フレアバースト＞$R対象の体内で数秒後に爆発する$R弾を撃ちこむ$R一定確率で持続ダメージを与える,15269,1,0,0,0,0,0
30617,68310617,2,▲ポイズングレネード,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ポイズングレネード＞$R対象の周辺に毒ガスを発生させる$R弾丸を撃ち込む,15271,1,0,0,0,0,0
30618,68310618,2,▲バイタルショット,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜バイタルショット＞$R対象の急所を狙い命中率$R回避率低下と鈍足効果を与える,15272,1,0,0,0,0,0
30619,68310619,2,▲ラウズボディ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ラウズボディ＞$R対象の体力を上昇させる$RＳＴＲ、ＶＩＴ、ＡＧＩが上昇する,15273,1,0,0,0,0,0
30620,68310620,2,▲インティミデーション,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜インティミデーション＞$R自分の周囲に重力場を$R発生させながら攻撃する$R確率により受けた対象は$R鈍足状態になる$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15274,1,0,0,0,0,0
30621,68310621,2,▲ファングバインド,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ファングバインド＞$R相手を咬みついて硬直状態にする$R咬みついている間は$R自分も硬直状態になる$Rボスモンスターには無効,15275,1,0,0,0,0,0
30622,68310622,2,▲ストライクファング,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ストライクファング＞$R指定座標まで高速移動し$R相手に咬みつく,15276,1,0,0,0,0,0
30623,68310623,2,▲リミテイションエッジ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜リミテイションエッジ＞$R守りを考えず全力で攻撃し$R防御力を無効化する一撃を与える,15277,1,0,0,0,0,0
30624,68310624,2,▲絶対王政の名のもとに,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜絶対王政の名のもとに＞$R自分を中心とした範囲に$R行動を鈍化させる$R結界を発生させる$R結界内にいる者の移動速度$R攻撃速度、詠唱速度が減少する$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15280,1,0,0,0,0,0
30625,68310625,2,▲その程度か？,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜その程度か？＞$R対象のＨＰを割合回復させる$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15281,1,0,0,0,0,0
30626,68310626,2,▲少し遊んでやろう,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜少し遊んでやろう＞$R一定時間、攻撃後に素早く$R次の行動に移ることが出来る,15282,1,0,0,0,0,0
30627,68310627,2,▲そういやお礼がまだだったな,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜そういやお礼がまだだったな＞$R守りを考えずに襲い掛かる$R効果時間中の$Rクリティカル率上昇、防御率低下,15283,1,0,0,0,0,0
30628,68310628,2,▲ディバイン?クラウン,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ディバイン?クラウン＞$R対象に光属性物理攻撃をする,15284,1,0,0,0,0,0
30629,68310629,2,▲俺の真の力を見せてやる！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜俺の真の力を見せてやる！＞$R使用時にＨＰが減少するも$R一定時間物理攻撃力?防御力$R魔法攻撃力?防御力が増大する$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,7089,1,0,0,0,0,0
30630,68310630,2,▲幻影一殺,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜幻影一殺＞$R一瞬の間に対象の範囲を攻撃する,15286,1,0,0,0,0,0
30631,68310631,2,▲いざっ、参る！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜いざっ、参る！＞$R一定時間、攻撃後に素早く$R次の行動に移ることが出来る,15287,1,0,0,0,0,0
30632,68310632,2,▲ガイアの力を与えたまえ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ガイアの力を与えたまえ＞$R対象の武器に$Rその武器が与えたダメージの一部を$R持ち主がＳＰとして吸収できる$R効果を与える,15288,1,0,0,0,0,0
30633,68310633,2,▲水パーンチ！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜水パーンチ！＞$R対象を中心に２回の物理攻撃を行う$R１撃目は石化状態の状態異常攻撃$R２撃目は水属性の物理攻撃を行う,15289,1,0,0,0,0,0
30634,68310634,2,▲どくどくー！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜どくどくー！＞$R対象の範囲に$R毒の状態異常を付与する$R物理攻撃を行う,15292,1,0,0,0,0,0
30635,68310635,2,▲あたしが守るよ！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜あたしが守るよ！＞$R指定対象を一定回数$R物理攻撃無効状態にする,15293,1,0,0,0,0,0
30636,68310636,2,▲ふぁいあー,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ふぁいあー＞$R対象を中心に２回の物理攻撃を行う$R１撃目は氷結状態の状態異常攻撃$R２撃目は火属性の物理攻撃を行う,15294,1,0,0,0,0,0
30637,68310637,2,▲だんしんぐそ～ど,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜だんしんぐそ～ど＞$R対象に無数の魔法の剣を$R繰り出して切り付ける,15305,1,0,0,0,0,0
30638,68310638,2,▲ビリビリ玉,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ビリビリ玉＞$R触ると感電する光球を発射する$R確率でスタンさせる,15306,1,0,0,0,0,0
30639,68310639,2,▲セイチューセーン,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜セイチューセーン＞$R敵の急所を突いて$R大きなダメージを狙う$R対象を稀に気絶、鈍足化状態にする,15307,1,0,0,0,0,0
30640,68310640,2,▲アルケミー大爆発,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜アルケミー大爆発＞$R対象範囲に着弾後、爆破を起こす,15308,1,0,0,0,0,0
30641,68310641,2,▲顔面狙いの全力シュート,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜顔面狙いの全力シュート＞$R相手を凄い力で攻撃する,15297,1,0,0,0,0,0
30642,68310642,2,▲急所狙いの全力シュート,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜急所狙いの全力シュート＞$R相手の動きを止める、自分も止まる$Rボスは無効,15298,1,0,0,0,0,0
30643,68310643,2,▲足元狙いの全力シュート,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜足元狙いの全力シュート＞$R成功すると相手の$Rスキル詠唱を止めて$Rスキル発動を無効化できる,15299,1,0,0,0,0,0
30644,68310644,2,▲気合入れなさいよ！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜気合入れなさいよ！＞$R対象とその周囲の$R物理防御力と魔法防御力を$R上昇させる,15300,1,0,0,0,0,0
30645,68310645,2,▲頑張りなさい！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜頑張りなさい！＞$R対象の最小物理攻撃力を$R一時的に上昇させる,15301,1,0,0,0,0,0
30646,68310646,2,▲突撃よー！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜突撃よー！＞$R守りを考えずに襲い掛かる$R効果時間中のクリティカル率上昇、防御率低下,15302,1,0,0,0,0,0
30647,68310647,2,▲ドーナツおいしーい！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ドーナツおいしーい！＞$Rスケール変更をするとともに$Rパートナー自身の$R物理攻撃力（最小/最大）$R魔法攻撃力（最小/最大）$Rを上昇させる$R騎士団演習時使用不可$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15303,1,0,0,0,0,0
30648,68310648,2,▲『はじまりの記憶』,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜『はじまりの記憶』＞$R指定範囲内にいる者を対象とし$RＨＰ大回復効果と$RＨＰ、ＭＰ、ＳＰ回復力上昇効果を$R付与させ、さらには行動不能状態$Rから蘇らせることができる$R$Rパートナープロテクト中、$R行動不能状態のパートナーを$R蘇らせることはできません,15312,1,0,0,0,0,0
30649,68310649,2,▲ウルの活力を！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ウルの活力を！＞$R一定時間、攻撃後に素早く$R次の行動に移ることが出来る,15313,1,0,0,0,0,0
30650,68310650,2,▲ルゥの護りを！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ルゥの護りを！＞$R指定対象を一定回数$R物理攻撃無効状態にする,15314,1,0,0,0,0,0
30651,68310651,2,▲おしおきです……！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜おしおきです……！＞$R対象に無数の魔法の剣を$R繰り出して切り付ける,15310,1,0,0,0,0,0
30652,68310652,2,▲マグナ?メルム,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜マグナ?メルム＞$R敵を追い掛ける$Rエネルギー体を召喚し$R定期的に範囲で$R魔法攻撃を行う,7215,1,0,0,0,0,0
30653,68310653,2,▲海神障壁,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜海神障壁＞$R対象の物理防御力と魔法防御力を$R上昇させる,15315,1,0,0,0,0,0
30654,68310654,2,▲ウェリタス?ウィス,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ウェリタス?ウィス＞$R一定時間、物理攻撃力$R魔法攻撃力を上昇させる$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,7217,1,0,0,0,0,0
30655,68310655,2,▲止まってくれるかな？,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜止まってくれるかな？＞$R尻尾を振り回し$R自分の周囲を攻撃する$R対象は一定確率で硬直する$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,15316,1,0,0,0,0,0
30656,68310656,2,▲オマエはキライだ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜オマエはキライだ＞$R対象に無数の攻撃を浴びせる,7218,1,0,0,0,0,0
30657,68310657,2,▲これで決める！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜これで決める！＞$R対象を中心に範囲攻撃を行う,7220,1,0,0,0,0,0
