#PICTＩＤ,モンスター名,上半身,下半身,靴,顔,髪型,帽子,髪飾り,髪飾り,髪飾り,髪飾り,顔飾り,右すね,肩パット,肩パット,胸アクセサリ,右手,左手,背負い,左すね,右足甲,しっぽ,付け髪,付け髪,付け髪,付け髪,右手,左足甲,左手,腰,腰追加分,SPP,常時エフェクトＩＤ,攻撃エフェクトＩＤ,トレイルエフェクトＩＤ,下半身1,下半身2,下半身3,
#,,,ピース,ピース,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,
#,,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,MRB,SPP,MRB,MRB,MRB,MRB,MRB,MRB,
19260000,ジャバウォック,1920_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19260050,魂化ジャバウォック,1920_00_00_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19270000,時計うさぎ,1919_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19280000,ハスター（パートナー）,1926_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19290000,巻物の箱,1924_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19300000,トワの守護魔ハート,1930_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19301000,守護魔・トワ,1929_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19310000,ゴースト・アルマ,1923_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19320000,ストレッチャー,1925_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3125,null,null,null,
19330000,メイリーの守護魔ハート,1935_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19330001,メイリーの守護魔ハート(マスク有り),1935_00_00_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19331000,守護魔・メイリー,1936_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19331001,守護魔・メイリー(マスク有り),1936_00_00_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19340000,ルシファー,1932_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19340001,サタン,1932_00_00_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19340050,魂化ルシファー,1932_00_00_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19340051,魂化サタン,1932_00_00_51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19350000,怪盗ニャンコ,1931_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19360000,ベルフェゴール,1934_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19370000,事務員のお姉さん,1937_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19370001,事務員のお姉さん（衣装変更）,1937_00_00_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
19380000,エミルドラゴン,1941_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753,null,null,null,
19390000,エビルアーサー,1939_00_00_00,
19400000,オリジンの守護魔ハート,1943_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3128,null,null,null,
19410000,守護魔・オリジン,1944_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3128,null,null,null,
19420000,ドミニオンドラゴン,1940_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753,null,null,null,
19430000,タイタニアドラゴン,1942_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753,null,null,null,
19440000,ＤＥＭ－ドラゴン,1938_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8006,,null,null,null,
20000001,通年イベント用ガイドマシーン,2000_00_00_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7705,,8005,null,null,null,
20000050,探索用エレキテル・斬,2000_00_00_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7705,,8005,null,null,null,
20000051,探索用エレキテル・盾,2000_00_00_51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7705,,8005,null,null,null,
20000052,探索用エレキテル・砲,2000_00_00_52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7705,,8005,null,null,null,
20000054,駆逐専用エレキテル・五月武者,2029_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7705,,8005,null,null,null,
20000055,試作・タンデムエレキテル,2040_00_00_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7705,,7784,null,null,null,
20015000,妖精型ペット,2001_00_50_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
20160400,ピボット(2,2016_00_00_04,
20160500,ピボット(4,2016_00_00_05,
20160700,ピボット(3,2016_00_00_07,
20161400,ピボット(1,2016_00_00_14,
20210000,ブースト,,,,,,,,,,,,,,,,,,2021_00_00_00,
20210100,背負い魔・ブーストパパ,,,,,,,,,,,,,,,,,,2021_00_00_01,
20210500,Golden Booster ( emil )（タイ）,,,,,,,,,,,,,,,,,,2021_00_00_50,
20210510,背負い魔・Ｇブースト・パパ,,,,,,,,,,,,,,,,,,2021_00_00_51,
20250000,タイニー,2025_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8019,null,null,null,
20300900,ハレルヤ（黒）,2030_00_00_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3369,,,,null,null,null,
20300901,ハレルヤ（黒）,2030_00_00_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
20360000,背負い魔・シールダー,,,,,,,,,,,,,,,,,,2036_00_00_00,
20390051,スイオウ,2039_00_00_51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
20400000,探索用エレキテル・特,2040_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7705,,7784,null,null,null,
20410000,おめでタイニー,2041_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7705,,7784,null,null,null,
20410050,ノーブルタイニー,2041_00_00_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
20420000,ブラフスキー,2042_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
20426000,ブラフスキー,2042_00_00_60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
20430000,探偵タイニー,2043_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7705,,7784,null,null,null,
20450000,ケット・シー,2045_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
20460000,黒猫,2046_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
20470000,背負い魔・メダマーA,,,,,,,,,,,,,,,,,,18_67_00,
20470001,背負い魔・メダマーB,,,,,,,,,,,,,,,,,,18_67_01,
20470002,背負い魔・メダマーC,,,,,,,,,,,,,,,,,,18_67_02,
20480100,レラカムイ,2048_00_00_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
20480101,カンナカムイ,2048_00_00_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
20480200,仙狐,2048_00_00_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
20510100,トイニポポ,2051_00_00_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
20510200,クレイゴーレム（蔦）,2051_00_00_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
26000000,ブリキングＲＸ1,2000_00_00_60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8019,null,null,null,
26000003,ブリキングＲＸ3,2000_00_00_61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8019,null,null,null,
26010050,ニンフ,2001_00_00_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
26010200,ニンフ　紫,2601_00_00_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
26010400,バンシー,2601_00_00_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
26010401,ニンフ白,2001_00_00_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
26010700,ニンフ　黄,2601_00_00_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
26010900,フューリー,2601_00_00_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
26010901,ニンフ黒,2001_00_00_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
26040000,ドクトカゲ,2004_00_00_60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
26040050,サラマンドラ,2004_00_00_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
26040051,エンオウ,2004_00_00_51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
26040400,サラマンドラ2,2004_00_00_04,
26040500,サラマンドラ4,2004_00_00_05,
26040700,サラマンドラ3,2004_00_00_07,
26040900,ドクトカゲ　黒,2004_00_00_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
26041300,サラマンドラ1,2004_00_00_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
26050000,ホウオウ,2005_00_00_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7724,,,null,null,null,
26050002,ライオウ,2005_00_00_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7724,,,null,null,null,
26050003,ライオウ,2005_00_00_12,
26050700,ホウオウ　黄,2005_00_00_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7724,,,null,null,null,
26050900,ホウオウ　黒,2005_00_00_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7724,,,null,null,null,
26060000,モック,2006_00_00_60,,,,,,,,,,,,,,,,,2006_18_00_00,,,,,,,,,,,,,,,,8019,null,null,null,
26060100,モック　赤,2006_00_00_01,,,,,,,,,,,,,,,,,2006_18_00_00,,,,,,,,,,,,,,,,8019,null,null,null,
26060400,モック　薄青,2006_00_00_04,,,,,,,,,,,,,,,,,2006_18_00_00,,,,,,,,,,,,,,,,8019,null,null,null,
26061000,モック　灰,2006_00_00_10,,,,,,,,,,,,,,,,,2006_18_00_00,,,,,,,,,,,,,,,,8019,null,null,null,
26061400,モック　白,2006_00_00_14,,,,,,,,,,,,,,,,,2006_18_00_00,,,,,,,,,,,,,,,,8019,null,null,null,
26070000,モクジュ,2007_00_00_60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8019,null,null,null,
26070050,マンドラゴラ,2007_00_00_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8019,null,null,null,
26070500,ネノオウ,2007_00_00_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8019,null,null,null,
26070600,ネノオウ,2007_00_00_06,
26070900,モリー,2007_00_00_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
26071000,アラウネ,2007_00_00_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
26072000,オティーク,2007_00_00_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8019,null,null,null,
26090000,クリスタル,2009_00_00_60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7702,null,null,null,
26090002,スノークリスタル,2009_00_00_63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7702,null,null,null,
26090100,クリスタル　赤,2009_00_00_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7702,null,null,null,
26090700,クリスタル　黄,2009_00_00_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7702,null,null,null,
26090900,クリスタル　黒,2009_00_00_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7702,null,null,null,
26091300,クリスタル　ダイヤ,2009_00_00_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7702,null,null,null,
26091400,クリスタル　白,2009_00_00_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7702,null,null,null,
26091600,クリスタル　テスト,2009_00_00_16,
26100000,ライギョー,2010_00_00_60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7700,,8019,null,null,null,
26100001,ふんどしマン！,2010_00_00_61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7700,,8019,null,null,null,
26100002,ふんどしマン！,2010_00_00_64,
26100003,モクギョー,2010_00_00_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7700,,8019,null,null,null,
26100051,インスマウス,2010_00_00_51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7700,,8019,null,null,null,
26130000,ジルコンⅠ,2013_00_00_61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
26130100,オブシディアン,2013_00_00_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
26130300,ジルコン青,2013_00_00_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
26130500,ジルコン緑,2013_00_00_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
26130900,コランダム,2013_00_00_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
26135000,エレメント テスト,2013_00_00_50,
26135100,エレメント テスト,2013_00_00_51,
26135200,エレメント赤,2013_00_00_52,
26135300,エレメント黄,2013_00_00_53,
26135400,エレメント緑,2013_00_00_54,
26135500,エレメント白,2013_00_00_55,
26160000,サークリス,2016_00_00_60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
26180000,ダンプティー,2018_00_00_60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8019,null,null,null,
26180001,壊れたぬいぐるみ,2018_00_00_61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8019,null,null,null,
26180002,ピッカブー,2018_00_00_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8019,null,null,null,
26180003,壊れたぬいぐるみ,2018_00_00_62,
26220000,タイニーズ1,2022_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8019,null,null,null,
26230000,タイニーズ2,2023_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8019,null,null,null,
26240000,タイニーズ3,2024_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8019,null,null,null,
26250000,タイニーズ4,2025_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8019,null,null,null,
26260000,強制労働,2026_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9183,null,null,null,
26270000,ＩＴダンジョンテスト用ＭＯＢ,1074_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
26350000,ししおどし,3067_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
26390000,マーマン,2039_00_00_60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
#29000000～29999999までは海外用のＩＤ,
30000000,岩,3000_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30010000,鉄鉱石を含む岩,3001_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30020000,鉱石のかたまり,3002_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30020100,鉱石（赤）,3002_00_00_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30020300,鉱石（青）,3002_00_00_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30030000,水晶体,3003_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30030100,水晶体(火),3003_00_00_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30030200,水晶体（闇）,3003_00_00_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30030300,水晶体(水),3003_00_00_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30030500,水晶体(土),3003_00_00_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30030700,水晶体（風）,3003_00_00_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30031000,水晶体（光）,3003_00_00_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30031001,AAA3用の水晶体（光）,3003_00_00_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7022,,,,null,null,null,
30040000,小さな木１,3004_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30040100,桜,3004_00_00_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30050000,小さな木２,3005_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30060000,流れ着いた倒木,3006_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30061000,モーグ炭,3006_00_00_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30070000,キノコ,3007_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30070003,青キノコ,3007_00_00_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30070005,緑キノコ,3007_00_00_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30070007,オレンジキノコ,3007_00_00_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30070008,茶キノコ,3007_00_00_08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30070009,黒キノコ,3007_00_00_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30110000,パン,3011_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30120000,ナッツ,3012_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30130000,巨麦,3013_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30150000,草,3015_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30150010,雑草,3060_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30200000,花のつぼみ,3020_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30210000,花,3021_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30210100,炎の花,3021_00_00_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30210200,闇の花,3021_00_00_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30210300,氷の花,3021_00_00_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30210700,疾風の花,3021_00_00_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30210800,大地の花,3021_00_00_08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30211000,光の花,3021_00_00_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30220000,花2,3022_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30270000,宝箱,3027_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30270050,宝箱準レア,3027_00_00_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30270051,宝箱レア,3027_00_00_51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30280000,コンテナ,3028_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30280001,コンテナ（赤）,3028_00_00_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30280002,コンテナ（青）,3028_00_00_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30280003,コンテナ（黄）,3028_00_00_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30280004,コンテナ（紫）,3028_00_00_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30280005,コンテナ（赤紫）,3028_00_00_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30290000,木箱,3029_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30300000,大壷,3030_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30330000,機械の塊,3033_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30330005,防衛システムの残骸,3033_00_00_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30350000,火山弾,3035_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30360000,綿花,3036_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30390000,巨麦2,3039_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30470000,ストーンウォール,3047_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30480000,ヒーリングツリー,3048_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7108,null,null,null,
30490000,ジャイアントコッケー像,3049_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30500000,ブリキングMkⅡ像,3050_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30510000,キングローパー像,3051_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30520000,スティンガー像,3052_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30530000,白熊くん像,3053_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30540000,豆フラワー,3054_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30550000,スパイシーハーブ,3055_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30550700,きらきらハーブ,3055_00_00_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30560000,プレゼントBOX,3056_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30570000,門松,3057_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30580000,鏡餅,3058_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30590000,独楽,3059_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30590003,独楽2,3059_00_00_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30610000,リール,3061_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30620000,リール,3062_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30630000,リール,3063_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30640000,リール,3064_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30650000,リール,3065_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30680000,バオバブの木,3068_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30680001,バオバブの木,3068_00_00_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30690000,装置,3069_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30700000,装置,3070_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30720000,癒しのはと時計,3072_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30730000,タイニーエンジェル,3073_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30740000,スイカ玉,3074_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30750000,シダレヤナギ,3075_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30760000,ススキ,3076_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30770000,かぼちゃ,3077_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30770100,かぼちゃ（黄）,3077_00_00_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30770200,かぼちゃ（赤）,3077_00_00_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30770300,かぼちゃ（普）,3077_00_00_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30770400,かぼちゃ（緑）,3077_00_00_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30780000,スキル石・大きなやしの木,3078_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30790000,アングリーちゃん,3079_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30800000,ハングリーちゃん,3080_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30810000,バリスタ,3081_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30820000,てすと,3082_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30830000,陽夜子,3083_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30840000,ガーゴイル像,3084_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30840001,ガーゴイル像,3084_00_00_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30840002,ガーゴイル像,3084_00_00_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
30840003,ガーゴイル像,3084_00_00_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
