#目前就是这个样子了 图章掉落禁止有数字以外的字符出现! 例如actcube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##,,,,体格,,,特殊情報,,,設定,基本パラメータ,,,,,,,,ステータス,,,,物理攻撃,,,魔法攻撃,,防御力,,,,ダメージ減少,,命中,,,回避,,,クリティカル,,,,攻撃速度,,,属性値,,,,,,,状態異常耐性,,,,,,,,,思考ID(通常）,,,,,,,,,,思考(出現),,思考ID(瀕死),,,,,,,,,,思考(終焉）,,カスタムAIID,,,,,,スキルリスト,,,,,,,,,,,,,,,経験値,,,,ドロップ,ドロップアイテム,,,,,,,,,旅人のメモ,,パーティ
#ID,名前,PICTID,種別ＩＤ,幅,長さ,スケール,飛行,アンデッド,モーションセット番号,LV,腕力,魔力,体力,器用,敏捷,知性,運,魅力,HP,SP,MP,速度,最小,最大,タイプ,最小,最大,物理－,物理％,魔法－,魔法％,物理ダメージ(％),魔法ダメージ(％),近接,遠隔,魔法,近接,遠隔,魔法,発生,回避,回復力,魔回復力,物理,詠唱,射程,無,火,水,風,土,光,闇,毒,石化,麻痺,睡眠,沈黙,鈍足,混乱,氷結,気絶,ID１,確率,ID2,確率,ID3,確率,ID4,確率,ID5,確率,ID,確率,ID１,確率,ID2,確率,ID3,確率,ID4,確率,ID5,確率,ID,確率,AIID1,確率1,AIID2,確率2,AIID3,確率3,攻撃スキル加算倍率,ＩＤ１,確率,ＩＤ２,確率,ＩＤ３,確率,ＩＤ４,確率,減少HP%分加算スキル,確率,減少HP%分減算スキル,確率,出現時使用スキルID,死亡時使用スキルID,EXP,JOB,WRP,信頼度,ID,アイテムID1,アイテムID2,アイテムID3,アイテムID4,アイテムID5,アイテムID6,アイテムID7,ID8（スタンプ）,ＩＤ8確率,掲載フラグ,解放ID,イベントフラグ
#0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
30330005,防卫系统的残骸,30330005,MACHINE_MATERIAL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,1,1,1,BLOW,1,1,100,99,100,99,0,0,0,1,1,0,0,0,1,0,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10067300,10047417,10047417,null,null,null,null,,0,0,0,0
30330006,古代的遗物,30330000,MACHINE_MATERIAL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,1,1,1,BLOW,1,1,100,99,100,99,0,0,0,1,1,0,0,0,1,0,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10047421,10047420,10047420,10047422,null,null,null,,0,1,762,0
30330007,机械块,30330000,MACHINE_MATERIAL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,1,1,1,BLOW,1,1,100,99,100,99,0,0,0,1,1,0,0,0,1,0,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10017100,TREASURE_MACHINE,TREASURE_MACHINE,TREASURE_MACHINE,TREASURE_MACHINE,TREASURE_MACHINE,TREASURE_MACHINE,,0,0,727,0
30330008,机械块,30330000,MACHINE_MATERIAL,1,1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,9999999,1,1,1,1,1,BLOW,1,1,100,99,100,99,0,0,0,1,1,0,0,0,1,0,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,null,null,null,null,null,null,null,,0,0,727,0
30330009,鉄くず,30330000,MACHINE_MATERIAL_SMARK,1,1,1,0,0,0,0,61,93,21,38,95,106,36,47,1000,201,201,183,465,494,BLOW,468,349,160,66,212,92,320,345,383,155,227,233,414,481,136,133,402,378,399,305,446,0,0,0,0,0,0,0,75,48,90,97,109,59,105,95,28,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,null,null,null,null,null,null,null,,0,0,0,0
30350000,火山碳,30350000,ROCK_MATERIAL_SKILL,1,1,1,0,0,0,0,0,0,50,0,0,0,0,0,6,1,1,1,60,70,BLOW,60,70,100,99,100,99,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,100,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7606,0,0,0,0,0,0,0,0,0,6,null,null,null,null,null,10001550,10011308,,0,1,720,0
30360000,棉花,30360000,PLANT_MATERIAL,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,20,1,1,1,1,1,BLOW,1,1,1,35,0,35,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,100,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,null,10019600,10019800,10005602,10019601,10019601,10024001,,0,1,813,0
30360001,棉花草,30360000,PLANT_MATERIAL,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,20,1,1,500,1,1,BLOW,1,1,1,35,0,35,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,100,0,0,0,0,255,255,255,255,255,255,255,255,255,21,100,0,0,0,0,0,0,0,0,0,0,21,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,null,null,10019600,10019600,10019600,10019600,10019600,,0,1,814,0
30390000,巨麦,30390000,PLANT_MATERIAL,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,20,1,1,1,1,1,BLOW,1,1,1,35,0,35,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,100,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,null,10005900,10007900,10005621,10007900,10007900,null,,0,0,732,0
30470000,石壁,30470000,ROCK_BOSS,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,600,1,1,1,1,1,BLOW,1,1,1,0,0,35,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,100,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,null,10005300,null,10005603,10005400,10005400,null,,0,0,0,0
30470001,石壁,30470000,ROCK_BOSS,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,500,1,1,1,1,1,BLOW,1,1,1,10,0,35,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,100,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,null,10005300,null,10005603,10005400,10005400,null,,0,0,0,0
30470002,石壁,30470000,ROCK_BOSS,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,300,1,1,1,1,1,BLOW,1,1,1,50,0,35,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,100,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,null,10005300,null,10005603,10005400,10005400,null,,0,0,0,0
30470003,石壁,30470000,ROCK_BOSS,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,100,1,1,1,1,1,BLOW,1,1,1,80,0,35,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,100,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,null,10005300,null,10005603,10005400,10005400,null,,0,0,0,0
30470004,石壁,30470000,ROCK_BOSS,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,10,1,1,1,1,1,BLOW,1,1,1,100,0,35,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,100,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,null,10005300,null,10005603,10005400,10005400,null,,0,0,0,0
30480000,治愈之树,30480000,TREE_BOSS_MATERIAL,1,1,1,0,0,0,0,0,0,10,0,0,0,0,0,777,1,1,1,1,1,BLOW,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,100,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,777,0,0,9,null,null,null,null,null,null,null,,0,0,0,0
30480001,伊丽莎白·讲述者,30480000,PLANT_MATERIAL_BOSS_MARK,5,5,5,0,0,0,0,0,0,2,0,0,0,0,0,150,1,1,1,1,1,BLOW,40,60,1,99,0,100,0,0,0,1,1,1,0,1,1,1,100,1,0,400,1,0,0,100,0,0,0,0,255,255,255,255,255,255,255,255,255,80,100,0,0,0,0,0,0,0,0,0,0,80,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7639,12,7746,30,7753,35,0,33,0,0,0,0,0,0,0,0,0,0,15,null,null,null,null,null,null,null,,0,0,0,0
30490000,巨型咕咕塑像,30490000,ROCK_MATERIAL,1,1,1,0,0,0,0,0,0,10,0,0,0,0,0,7777,1,1,1,1,1,BLOW,1,1,0,77,0,88,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,777,0,0,9,null,null,null,null,null,null,null,,0,0,0,0
30500000,破坏MkII塑像,30500000,ROCK_MATERIAL,1,1,1,0,0,0,0,0,0,10,0,0,0,0,0,7777,1,1,1,1,1,BLOW,1,1,0,77,0,88,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,777,0,0,9,null,null,null,null,null,null,null,,0,0,0,0
30510000,罗帕王塑像,30510000,ROCK_MATERIAL,1,1,1,0,0,0,0,0,0,10,0,0,0,0,0,7777,1,1,1,1,1,BLOW,1,1,0,77,0,88,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,777,0,0,9,null,null,null,null,null,null,null,,0,0,0,0
30520000,毒针蜂塑像,30520000,ROCK_MATERIAL,1,1,1,0,0,0,0,0,0,10,0,0,0,0,0,7777,1,1,1,1,1,BLOW,1,1,0,77,0,88,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,777,0,0,9,null,null,null,null,null,null,null,,0,0,0,0
30530000,白熊君塑像,30530000,ROCK_MATERIAL,1,1,1,0,0,0,0,0,0,10,0,0,0,0,0,7777,1,1,1,1,1,BLOW,1,1,0,77,0,88,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,777,0,0,9,null,null,null,null,null,null,null,,0,0,0,0
30540000,豌豆,30540000,PLANT_MATERIAL,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,20,1,1,1,1,1,BLOW,1,1,50,50,50,50,0,0,0,0,0,0,0,0,0,0,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,null,null,10005800,10005800,null,10005800,10016500,,0,1,708,0
30550000,香料,30550000,PLANT_MATERIAL,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,20,1,1,1,1,1,BLOW,1,1,50,50,50,50,0,0,0,0,0,0,0,0,0,0,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,null,10048100,10053200,null,null,10008500,10008700,,0,1,779,0
30550700,闪亮的香草,30550700,PLANT_MATERIAL,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,20,1,1,1,1,1,BLOW,1,1,50,50,50,50,0,0,0,0,0,0,0,0,0,0,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10013107,10013102,10013103,10013104,10013106,10013106,0,,0,2,737,0
30560000,礼物箱,30560000,TIMBER_BOX_MATERIAL,1,1,1,0,0,0,0,0,0,15,0,0,0,0,0,4,1,1,1,1,1,BLOW,1,1,1,99,1,99,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,,0,0,0,0
30570000,门松,30570000,PLANT_MATERIAL,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,20,1,1,1,1,1,BLOW,1,1,1,35,0,35,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,null,null,null,null,null,null,null,,0,0,0,0
30580000,镜饼,30580000,NONE_INFO_MATERIAL,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,20,1,1,1,1,1,BLOW,1,1,1,35,0,35,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10008200,10003300,10008200,10008200,10008200,31162000,10008200,,0,2,719,0
30590000,陀螺,30590000,PLANT,1,1,1,0,0,0,0,0,0,15,0,0,0,0,0,10,1,1,500,1,1,BLOW,1,1,1,35,0,35,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,11,100,0,0,0,0,0,0,0,0,0,0,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,null,null,null,null,null,null,null,,0,0,0,0
30590003,陀螺,30590003,PLANT_BOSS,1,1,1,0,0,0,0,0,0,15,0,0,0,0,0,10,1,1,500,1,1,BLOW,1,1,1,35,0,35,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,11,100,0,0,0,0,0,0,0,0,0,0,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,null,null,null,null,null,null,null,,0,0,0,0
30600000,月见团子,41160900,NONE_INFO_MATERIAL,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,20,1,1,1,1,1,BLOW,1,1,1,35,0,35,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10055401,10055402,10055403,10055404,10055405,10055402,10055406,,0,2,710,0
30610000,卷盘,30610000,ROCK_MATERIAL,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,BLOW,175,180,1,1,0,1,0,0,0,1,1,1,0,1,1,1,100,1,0,500,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,null,null,null,null,null,null,null,,0,0,0,0
30610001,调试D1,30610000,ROCK_MATERIAL,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,BLOW,175,180,1,1,0,1,0,0,0,1,1,1,0,1,1,1,100,1,0,500,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,null,null,null,null,null,null,null,,0,0,0,0
30620000,卷盘,30620000,ROCK_MATERIAL,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,BLOW,233,240,1,1,0,1,0,0,0,1,1,1,0,1,1,1,100,1,0,500,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,null,null,null,null,null,null,null,,0,0,0,0
30620001,调试D2,30620000,ROCK_MATERIAL,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,BLOW,233,240,1,1,0,1,0,0,0,1,1,1,0,1,1,1,100,1,0,500,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,null,null,null,null,null,null,null,,0,0,0,0
30630000,卷盘,30630000,ROCK_MATERIAL,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,BLOW,292,300,1,1,0,1,0,0,0,1,1,1,0,1,1,1,100,1,0,500,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,null,null,null,null,null,null,null,,0,0,0,0
30630001,调试D3,30630000,ROCK_MATERIAL,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,BLOW,292,300,1,1,0,1,0,0,0,1,1,1,0,1,1,1,100,1,0,500,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,null,null,null,null,null,null,null,,0,0,0,0
30640000,卷盘,30640000,ROCK_MATERIAL,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,BLOW,350,360,1,1,0,1,0,0,0,1,1,1,0,1,1,1,100,1,0,500,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,null,null,null,null,null,null,null,,0,0,0,0
30650000,卷盘,30650000,ROCK_MATERIAL,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,BLOW,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,100,1,0,500,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,null,null,null,null,null,null,null,,0,0,0,0
30680000,猴面包树,30680000,PLANT_MATERIAL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,1,1,1,1,BLOW,1,1,100,80,100,80,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,0,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10016200,10016300,10016400,10028300,10028400,10019100,10016350,,0,1,794,0
30680001,猴面包树,30680001,PLANT_MATERIAL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,1,1,1,1,BLOW,1,1,100,80,100,80,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,0,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10016200,10016300,10016400,10028300,10028400,10019100,10016350,,0,0,794,0
30690000,机械装置,30690000,MACHINE_BOSS_SKILL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15000,1,1,1,1,1,BLOW,1,1,100,70,100,50,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,0,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7766,100,0,0,0,0,0,0,0,0,9,null,null,null,null,null,null,null,,0,0,0,0
30690001,机械装置,30690000,MACHINE_BOSS_SKILL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15000,1,1,1,1,1,BLOW,1,1,100,70,100,50,0,0,0,1,1,1,0,1,1,1,100,1,0,0,1,0,0,0,0,0,0,0,255,255,255,0,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7767,100,0,0,0,0,0,0,0,0,9,null,null,null,null,null,null,null,,0,0,0,0
30720000,治愈系的鸽子时钟,30720000,MAGIC_CREATURE_NOTOUCH,1,1,1,0,0,0,1,6,1,1,11,10,3,1,1,100000,0,0,200,4,6,BLOW,300,300,0,0,0,0,0,0,4,90,10,0,0,200,1,1,100,1,200,350,1,0,50,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,null,null,null,null,null,null,null,,0,0,0,0
30730000,天使泰迪,30730000,MAGIC_CREATURE,1,1,1,0,0,0,1,6,1,1,11,10,3,1,1,30,0,0,200,7,10,BLOW,1,2,0,0,0,0,0,0,5,95,6,1,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,100,0,0,0,0,0,0,0,0,0,0,69,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,null,null,null,null,null,null,null,,0,0,0,0
30740000,西瓜球,30740000,PLANT_NOTPTDROPRANGE,1,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,BLOW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,P_10004350,P_10004350,P_10004350,P_10004350,P_10004350,P_10004350,P_10004350,,0,0,0,0
