#髪型設定ファイル,,,,,,,,,
#アイテムの髪設定,,,,,ウィンドウ表示メッセージ,,,,
#アイテムID,性別,髪型ID,髪型オプションID,管理グループ,髪型名,オプション名,髪型変更前NPCセリフ,髪型変更後NPCセリフ,備考
10074858,2,173,-1,10,ふわふわショート,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ４』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ４』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ４（ゴシックパーティー・ゴーストの紹介状
10074858,2,174,116,11,サイドロールポニーテール,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ４』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ４』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ４（ゴシックパーティー・ゴーストの紹介状
10074858,2,184,-1,12,ゆるふわおさげ,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ４』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ４』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ４（ドリーミーナイト・お泊り会の紹介状
10074858,2,185,-1,13,外はねショートカール,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ４』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ４』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ４（ドリーミーナイト・お泊り会の紹介状
10074858,2,188,-1,14,三つ編みロング,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ４』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ４』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ４（古の北欧神話・北欧神話の紹介状
10074858,2,189,-1,15,スウィートウェーブ,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ４』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ４』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ４（古の北欧神話・北欧神話の紹介状
10074858,2,194,-1,16,アンニュイボブ,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ４』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ４』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ４（デビルズハロウィン・地獄の紹介状
10074858,2,195,127,17,ふわふわツインテール,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ４』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ４』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ４（デビルズハロウィン・地獄の紹介状
10074858,2,209,-1,18,正統派ロング,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ４』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ４』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ４（お城の童話・お城の紹介状
10074858,2,210,-1,19,マッシュルームボブ,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ４』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ４』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ４（お城の童話・お城の紹介状
10074858,2,211,129,20,ナチュラルポニーテール,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ４』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ４』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ４（ハートメイトカーニバル・カーニバルの紹介状
10074858,2,212,-1,21,ナチュラルセミロング,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ４』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ４』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ４（ハートメイトカーニバル・カーニバルの紹介状
10074859,2,355,-1,0,スペクターとおそろい,なし,わぁ～お♪$R君は『スペクターの紹介状』$Rを持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのスペクターの力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『スペクターの紹介状』を$R使って君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,スペクターの紹介状
10074860,2,356,-1,0,アベンジャーとおそろい,なし,わぁ～お♪$R君は『アベンジャーの紹介状』$Rを持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのアベンジャーの力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『アベンジャーの紹介状』を$R使って君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,アベンジャーの紹介状
10074861,2,357,-1,0,ニドエッグとおそろい,なし,わぁ～お♪$R君は『ニドエッグの紹介状』$Rを持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのニドエッグの力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『ニドエッグの紹介状』を$R使って君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,ニドエッグの紹介状
10074862,2,358,-1,0,ギーゴとおそろい,なし,わぁ～お♪$R君は『ギーゴの紹介状』$Rを持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのギーゴの力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『ギーゴの紹介状』を$R使って君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,ギーゴの紹介状
10074863,2,359,-1,0,ホウオウとおそろい,リボンあり,わぁ～お♪$R君は『ホウオウの紹介状』$Rを持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのホウオウの力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『ホウオウの紹介状』を$R使って君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,ホウオウの紹介状
10074863,2,359,191,0,ホウオウとおそろい,リボンあり・サイドテールあり,わぁ～お♪$R君は『ホウオウの紹介状』$Rを持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこのホウオウの力を！$R…いまなら素敵で不思議な$R髪型を君にプレゼントできそうだよ。$R$R$Rどうだい？$R『ホウオウの紹介状』を$R使って君の髪をセットしてみるかい？,さあ！できたよ。$Rおっ！いいよ～$Rとても似合っているよ！またおいでよ。,ホウオウの紹介状
